name,geoid,geometry
"Port Lavaca, TX",38920,"list(list(c(-96.643442, -96.58536, -96.57462, -96.428394, -96.404445, -96.323522, -96.322731, -96.3783265, -96.442849, -96.560568, -96.63201, -96.752181, -96.853054, -96.8297695, -96.8203306, -96.8194605, -96.790574, -96.697641, -96.599004, -96.525205, -96.440591, -96.45295, -96.5851, -96.620633, -96.684355, -96.705247, -96.706554, -96.747911, -96.758844, -96.809128, -96.890951, -96.903795, -96.930367, -96.853757, -96.722814, -96.643442, 28.712105, 28.724734, 28.705503, 28.703523, 28.674409, 28.675597, 
28.642944, 28.3907775, 28.317666, 28.264033, 28.222821, 28.141105, 28.0608473, 28.1133203, 28.1634171, 28.1680716, 28.188907, 28.202209, 28.293287, 28.323001, 28.34298, 28.418679, 28.350824, 28.31913, 28.314464, 28.348811, 28.404568, 28.409481, 28.441253, 28.430846, 28.507178, 28.567033, 28.586728, 28.635199, 28.669759, 28.712105)))"
"Lake Charles, LA",29340,"list(list(c(-93.741679, -93.486116, -93.486384, -93.384673, -93.38515, -93.131109, -93.131087, -93.030955, -93.030685, -92.996925, -92.9963, -92.893324, -92.905738, -92.887605, -92.996193, -92.996371, -92.738604, -92.61561, -92.614143, -92.6173402, -92.741306, -92.966032, -93.17693, -93.295573, -93.346439, -93.471569, -93.68364, -93.766048, -93.837971, -93.89847, -93.922744, -93.85514, -93.81655, -93.786935, -93.739734, -93.716405, -93.696292, -93.719046, -93.704584, -93.743941, -93.763022, -93.741679, 
30.402975, 30.4025, 30.490523, 30.490109, 30.40263, 30.403057, 30.379985, 30.37939, 30.260595, 30.260744, 30.156955, 30.156314, 30.129931, 30.082475, 30.082343, 30.038479, 30.037323, 30.038168, 29.774096, 29.586211, 29.622139, 29.716312, 29.770487, 29.775071, 29.762643, 29.769272, 29.747153, 29.7295, 29.690619, 29.771577, 29.818808, 29.864099, 29.920726, 29.99058, 30.023987, 30.069122, 30.151601, 30.208727, 30.289949, 30.304032, 30.344147, 30.402975)))"
"Hammond, LA",25220,"list(list(c(-90.567195, -90.347241, -90.34671, -90.301169, -90.293345, -90.262767, -90.255648, -90.244811, -90.243649, -90.192061, -90.160636, -90.300923, -90.373726, -90.485826, -90.4778, -90.501338, -90.514555, -90.546882, -90.566906, -90.567195, 30.999733, 31.000359, 30.905427, 30.850788, 30.80649, 30.765864, 30.711905, 30.580169, 30.361581, 30.310783, 30.234337, 30.29468, 30.283392, 30.276992, 30.356447, 30.36196, 30.40625, 30.431609, 30.48706, 30.999733)))"
"Beaumont-Port Arthur, TX",13140,"list(list(c(-94.732732, -94.537926, -94.545717, -94.071689, -94.119037, -94.083386, -94.119371, -94.117436, -93.901452, -93.87255, -93.865711, -93.911126, -93.600308, -93.5525399, -93.536481, -93.552205, -93.518912, -93.539141, -93.569295, -93.531758, -93.530936, -93.5587701, -93.553104, -93.608344, -93.620434, -93.6831, -93.678662, -93.7136, -93.733778, -93.699277, -93.741679, -93.763022, -93.743941, -93.704584, -93.719046, -93.696292, -93.716405, -93.739734, -93.786935, -93.81655, -93.85514, -93.922744, 
-93.89847, -93.837971, -93.837725, -94.001406, -94.095762, -94.354094, -94.357976, -94.442204, -94.44491, -94.596338, -94.732732, 30.490066, 30.491059, 30.526977, 30.526033, 30.409566, 30.342181, 30.285319, 30.24166, 30.242672, 30.730833, 30.947218, 31.158071, 31.176158, 31.1856051, 31.158471, 31.078931, 31.061863, 31.008292, 30.976191, 30.958217, 30.924534, 30.8687667, 30.833111, 30.747835, 30.694238, 30.640763, 30.594097, 30.587406, 30.531396, 30.437376, 30.402975, 30.344147, 30.304032, 30.289949, 
30.208727, 30.151601, 30.069122, 30.023987, 29.99058, 29.920726, 29.864099, 29.818808, 29.771577, 29.690619, 29.679024, 29.681486, 29.660524, 29.562565, 29.887464, 29.887053, 30.113015, 30.112101, 30.490066)))"
"Oklahoma City, OK",36420,"list(list(c(-97.675617, -97.460792, -97.354132, -97.35387, -97.32362, -97.276704, -97.221192, -97.203592, -97.140583, -96.621097, -96.620648, -96.624865, -97.14149, -97.142349, -97.087557, -97.01593, -96.930586, -96.932471, -97.668099, -97.668425, -98.089098, -98.092645, -98.096014, -98.306326, -98.306344, -98.313251, -98.31337, -97.674026, -97.675617, 36.164663, 36.164462, 36.159072, 35.984934, 36.010877, 35.973459, 35.964573, 35.944795, 35.941991, 35.941519, 35.639005, 35.462706, 35.463977, 34.928176, 
34.931538, 34.907348, 34.964364, 34.854455, 34.855164, 34.681344, 34.681119, 34.854919, 35.377753, 35.377239, 35.517202, 35.551523, 35.725204, 35.72597, 36.164663)))"
"Sioux City, IA-NE-SD",43580,"list(list(c(-97.015825, -96.982197, -96.948902, -96.906797, -96.806223, -96.805682, -96.4541883, -96.510256, -96.49167, -96.500308, -96.5373539, -95.859377, -95.859949, -95.741611, -95.741821, -95.669265, -95.670822, -96.019882, -96.336323, -96.331331, -96.3564061, -96.726661, -96.726188, -97.01773, -97.015282, -97.015825, 42.7615991, 42.760554, 42.719465, 42.7338, 42.704154, 43.08367, 43.0833792, 43.049917, 43.009707, 42.959391, 42.9087913, 42.909097, 42.56062, 42.561285, 42.474865, 42.474645, 42.211408, 
42.211687, 42.218922, 42.25943, 42.2764931, 42.278005, 42.264104, 42.264453, 42.438044, 42.7615991)))"
"Cincinnati, OH-KY-IN",17140,"list(list(c(-85.036087, -85.034575, -85.034408, -84.8141291, -84.8150362, -84.478927, -84.479213, -84.28478, -83.977005, -84.006782, -83.865679, -83.872214, -83.673018, -83.7053136, -83.77216, -83.78362, -83.840595, -83.859028, -83.9039169, -83.991605, -84.090769, -84.146365, -84.211319, -84.205346, -84.400321, -84.485295, -84.557375, -84.580539, -84.626651, -84.674127, -84.774322, -84.785788, -84.859745, -84.934536, -84.962671, -85.023586, -84.991927, -84.932977, -84.887285, -84.811645, -84.823363, 
-84.788302, -84.800247, -84.8706198, -85.140312, -85.065574, -84.819451, -84.815355, -85.036087, 39.526213, 39.714764, 39.729263, 39.7266202, 39.5676953, 39.56879, 39.591024, 39.589128, 39.569169, 39.255068, 39.247333, 39.021304, 39.02043, 38.6397614, 38.65815, 38.695641, 38.721912, 38.756793, 38.7681518, 38.593701, 38.59544, 38.549802, 38.550864, 38.582039, 38.560603, 38.508552, 38.492917, 38.473039, 38.485132, 38.555119, 38.618594, 38.720459, 38.700891, 38.66213, 38.679586, 38.762039, 38.778537, 
38.777519, 38.794776, 38.792766, 38.839196, 38.864325, 38.89107, 38.9010084, 38.903194, 39.307232, 39.305152, 39.521951, 39.526213)))"
"Knoxville, TN",28940,"list(list(c(-84.2271937, -83.987611, -83.984634, -83.922044, -83.861217, -83.766212, -83.733054, -83.702109, -83.654507, -83.594206, -83.537204, -83.429702, -83.352299, -83.304197, -83.280595, -83.255292, -83.30507, -83.355196, -83.409497, -83.426597, -83.483497, -83.5573, -83.654559, -83.673297, -83.654605, -83.794275, -83.70525, -83.662814, -83.6630236, -83.771736, -83.82559, -83.882563, -83.937015, -84.01091, -83.993815, -84.081561, -84.096169, -84.14871, -84.19263, -84.249917, -84.299549, -84.457249, 
-84.52585, -84.547603, -84.619865, -84.623034, -84.67654, -84.723853, -84.781901, -84.728771, -84.680633, -84.720727, -84.791936, -84.832377, -84.870888, -84.907753, -84.914155, -84.866104, -84.79568, -84.786426, -84.739671, -84.700785, -84.611042, -84.573041, -84.55244, -84.471037, -84.441034, -84.415333, -84.368733, -84.376133, -84.329927, -84.334433, -84.346411, -84.339645, -84.259593, -84.249231, -84.2271937, 36.5921799, 36.5895923, 36.560482, 36.429399, 36.434679, 36.399179, 36.345043, 36.362681, 
36.333282, 36.367483, 36.352685, 36.417186, 36.419687, 36.388189, 36.394689, 36.289092, 36.268186, 36.28259, 36.248789, 36.211489, 36.167088, 36.179286, 36.105672, 36.038486, 35.971937, 35.887125, 35.71158, 35.690618, 35.569143, 35.562118, 35.523829, 35.517182, 35.471511, 35.516114, 35.550001, 35.541231, 35.575487, 35.58379, 35.618241, 35.617196, 35.657673, 35.665763, 35.624186, 35.641327, 35.644651, 35.711775, 35.717501, 35.752896, 35.825, 35.859223, 35.908454, 35.994914, 36.059371, 36.08401, 36.136925, 
36.156293, 36.20829, 36.292928, 36.297689, 36.323906, 36.337932, 36.370824, 36.270377, 36.266577, 36.233777, 36.203778, 36.163478, 36.167978, 36.228578, 36.260079, 36.284686, 36.388079, 36.450277, 36.498469, 36.513985, 36.564684, 36.5921799)))"
"Charlotte-Concord-Gastonia, NC-SC",16740,"list(list(c(-81.028833, -80.975675, -80.881591, -80.693197, -80.707826, -80.631734, -80.508634, -80.471338, -80.4554, -80.373118, -80.332379, -80.330602, -80.209509, -80.182559, -80.295421, -80.505297, -80.439865, -80.357627, -80.276829, -80.3208074, -80.5617094, -80.516434, -80.488728, -80.431768, -80.408373, -80.550552, -80.524414, -80.548906, -80.61363, -80.658417, -80.689079, -80.735036, -80.743345, -80.879227, -80.877491, -81.422706, -81.415894, -81.454196, -81.457257, -81.492385, -81.47624, 
-81.487016, -81.408876, -81.401337, -81.3665998, -81.3280394, -81.321729, -81.353507, -81.356682, -81.398924, -81.455323, -81.537599, -81.535403, -80.960025, -80.943524, -80.950743, -80.994445, -81.060249, -81.069305, -81.109507, -81.041339, -81.005541, -81.0034, -81.028833, 36.045652, 36.05881, 36.055718, 36.05126, 35.852929, 35.845722, 35.774707, 35.767683, 35.736123, 35.716636, 35.718873, 35.678799, 35.581951, 35.504151, 35.50292, 35.183299, 35.161042, 35.164882, 35.195722, 34.8140815, 34.8174816, 
34.767981, 34.705977, 34.660021, 34.614765, 34.560116, 34.513073, 34.493264, 34.499939, 34.478612, 34.515324, 34.481324, 34.539916, 34.457776, 34.543146, 34.572029, 34.633589, 34.675187, 34.83928, 34.946774, 34.983973, 35.034853, 35.046324, 35.136676, 35.1648895, 35.1634053, 35.260449, 35.277351, 35.330604, 35.353138, 35.418897, 35.564228, 35.568137, 35.54702, 35.604931, 35.640951, 35.70211, 35.710255, 35.739548, 35.776594, 35.857855, 35.958287, 35.996737, 36.045652)))"
"La Crosse-Onalaska, WI-MN",29100,"list(list(c(-91.730424, -91.284138, -91.364736, -91.425188, -91.322143, -91.343774, -91.307478, -91.229439, -91.198215, -91.151845, -90.912918, -90.910653, -91.2577734, -91.268455, -91.268748, -91.231865, -91.24382, -91.217706, -91.7302174, -91.730424, 43.846935, 43.847065, 43.934884, 43.984322, 43.984462, 44.017965, 44.064876, 44.057639, 44.08738, 44.070995, 44.071522, 43.725334, 43.7256608, 43.709824, 43.615348, 43.581822, 43.54913, 43.50055, 43.5006795, 43.846935)))"
"Centralia, WA",16500,"list(list(c(-123.37095, -123.160588, -123.160909, -122.615787, -122.203115, -122.177877, -122.008101, -121.833273, -121.758799, -121.455218, -121.43117, -121.368838, -121.37668, -121.413217, -121.386383, -121.450966, -121.386557, -121.396555, -121.522324, -121.989898, -122.240966, -123.114228, -123.21795, -123.358334, -123.359509, -123.37095, 46.792129, 46.793383, 46.76433, 46.762155, 46.763061, 46.755202, 46.752567, 46.729569, 46.783571, 46.783797, 46.741887, 46.726169, 46.686486, 46.675868, 46.636041, 
46.533894, 46.410601, 46.388235, 46.388224, 46.388626, 46.385361, 46.388043, 46.385617, 46.384025, 46.562644, 46.792129)))"
"Boise City, ID",14260,"list(list(c(-116.452068, -116.358492, -116.357027, -116.319643, -116.2983, -116.236136, -116.217788, -116.152418, -116.152295, -116.21291, -116.213871, -116.11249, -116.103072, -115.520287, -115.457305, -115.353537, -115.349229, -115.197919, -115.168795, -115.167684, -115.10919, -115.024181, -115.046725, -115.020525, -115.04772, -115.032353, -114.967343, -114.990777, -115.074481, -115.136209, -115.149124, -115.181931, -115.286534, -115.373466, -115.500374, -115.537085, -115.529667, -115.615549, -115.628011, 
-115.690425, -115.744533, -115.782024, -115.829316, -115.875927, -115.935128, -115.975719, -115.974913, -115.978714, -116.266207, -116.205981, -116.20174, -116.141584, -116.090743, -116.050082, -116.012826, -115.978582, -115.961652, -115.794484, -115.771505, -115.694474, -115.622852, -115.60443, -115.530388, -115.49493, -115.441522, -115.454053, -115.454224, -115.037697, -115.037726, -115.0381572, -115.313877, -115.870181, -116.62677, -117.0182085, -117.026197, -117.026665, -117.026652, -117.0267014, 
-117.026634, -117.021075, -116.954422, -116.95452, -116.913963, -116.853154, -116.712672, -116.712501, -116.572224, -116.53217, -116.532117, -116.452551, -116.452068, 44.151465, 44.151158, 44.207233, 44.420688, 44.448198, 44.464713, 44.508556, 44.498832, 44.324519, 44.324373, 44.151387, 44.147839, 44.236409, 44.235356, 44.242953, 44.303858, 44.349281, 44.282799, 44.283057, 44.20284, 44.17579, 44.155478, 44.119971, 44.098386, 44.050655, 44.019492, 43.982088, 43.949723, 43.944036, 43.983859, 44.041164, 
44.090533, 43.935879, 43.924352, 43.889902, 43.854062, 43.816504, 43.780662, 43.733672, 43.671903, 43.646465, 43.64837, 43.605645, 43.591265, 43.608236, 43.591438, 43.285773, 43.113432, 43.112269, 43.093232, 43.04893, 43.034124, 42.987883, 42.985314, 42.950206, 42.947582, 42.988871, 42.973047, 42.938664, 42.939357, 42.955698, 42.937697, 42.942688, 42.926429, 42.931127, 42.85111, 42.767936, 42.768414, 42.301273, 41.9960123, 41.996103, 41.996766, 41.99775, 41.9993464, 41.99989, 42.624878, 43.025128, 
43.3152916, 43.80811, 43.858964, 43.880154, 43.836487, 43.8362, 43.79271, 43.807161, 43.981326, 43.980485, 44.008843, 44.066024, 44.065414, 44.151465)))"
"Arkadelphia, AR",11660,"list(list(c(-93.408124, -93.355795, -93.35684, -93.198278, -93.199428, -93.090042, -93.035039, -93.026607, -93.042025, -92.886285, -92.893116, -92.949144, -92.911465, -92.893534, -92.938782, -93.031129, -93.068652, -93.10429, -93.139279, -93.179179, -93.218972, -93.290571, -93.301522, -93.373406, -93.379053, -93.434386, -93.45585, -93.460257, -93.502208, -93.480366, -93.478646, -93.408124, 34.339527, 34.338698, 34.280306, 34.277337, 34.248064, 34.245703, 34.236664, 34.209922, 34.159852, 34.155877, 
33.983284, 33.986369, 33.89102, 33.809943, 33.804494, 33.769789, 33.786436, 33.777011, 33.81482, 33.800136, 33.828806, 33.845133, 33.896977, 33.95707, 33.986309, 34.049999, 34.132443, 34.190789, 34.214106, 34.253335, 34.340851, 34.339527)))"
"Manhattan, KS",31740,"list(list(c(-96.035952, -96.035899, -96.083557, -96.174675, -96.183323, -96.246902, -96.324729, -96.346639, -96.389046, -96.390796, -96.501166, -96.500962, -96.706122, -96.743439, -96.851409, -96.849879, -96.961693, -96.958719, -96.499635, -96.035952, 39.5661, 39.129784, 39.193504, 39.18876, 39.206977, 39.204437, 39.186051, 39.153906, 39.172878, 39.043257, 39.043666, 39.072681, 39.073077, 39.087659, 39.088176, 39.219012, 39.220076, 39.566401, 39.566015, 39.5661)))"
"Omaha-Council Bluffs, NE-IA",36540,"list(list(c(-96.905862, -96.819118, -96.746472, -96.710436, -96.569398, -96.488157, -96.329012, -96.328923, -96.367336, -96.425211, -96.443898, -96.444785, -96.121712, -96.079682, -96.069662, -96.107592, -96.116202, -95.983099, -95.557277, -95.558143, -95.497793, -95.497997, -95.154722, -95.155851, -95.384349, -95.384964, -95.809312, -95.847785, -95.8342152, -96.463764, -96.463869, -96.908507, -96.905862, 41.453389, 41.440183, 41.449576, 41.430806, 41.433304, 41.393305, 41.393136, 41.436621, 41.436698, 
41.480342, 41.523933, 41.683633, 41.6829899, 41.717962, 41.803509, 41.820685, 41.854869, 41.863491, 41.863449, 41.602383, 41.602333, 41.506074, 41.505211, 41.159236, 41.160011, 40.90155, 40.90157, 40.864328, 40.7837841, 40.78396, 41.045083, 41.046091, 41.453389)))"
"Vidalia, GA",47080,"list(list(c(-82.65581, -82.648483, -82.40913, -82.356378, -82.354546, -82.279845, -82.234982, -82.213683, -82.184187, -82.195206, -82.225042, -82.29137, -82.37242, -82.439351, -82.533097, -82.598068, -82.613593, -82.632324, -82.636634, -82.65581, 32.301496, 32.311556, 32.353738, 32.313494, 32.292194, 32.294182, 32.315073, 32.229224, 32.180002, 32.14068, 31.913074, 31.942483, 31.941456, 31.96779, 31.961351, 32.014429, 32.149951, 32.195663, 32.269142, 32.301496)))"
"Lufkin, TX",31260,"list(list(c(-95.003345, -94.865857, -94.728679, -94.554838, -94.537559, -94.502188, -94.469789, -94.449422, -94.392898, -94.374185, -94.326616, -94.224177, -94.192872, -94.129632, -94.457816, -94.738594, -94.842947, -94.864456, -94.897578, -94.883524, -94.909258, -94.954605, -94.95811, -95.003345, 31.42571, 31.526916, 31.457226, 31.435123, 31.39863, 31.410525, 31.383974, 31.321337, 31.298986, 31.266162, 31.224754, 31.175683, 31.136166, 31.09928, 31.033325, 31.10369, 31.146578, 31.23214, 31.257834, 
31.287207, 31.336804, 31.342315, 31.38693, 31.42571)))"
"Charleston, WV",16620,"list(list(c(-81.932507, -81.971006, -81.953557, -81.932444, -81.851942, -81.803001, -81.818234, -81.915197, -81.900222, -81.834909, -81.723066, -81.752553, -81.750547, -81.696348, -81.632817, -81.522166, -81.465372, -81.30349, -81.274252, -81.194113, -81.130978, -81.031677, -80.913018, -80.878724, -80.817424, -80.911314, -81.231636, -81.331006, -81.380829, -81.436131, -81.461932, -81.539334, -81.571484, -81.553832, -81.560831, -81.51993, -81.514228, -81.56313, -81.607532, -81.661035, -81.715236, 
-81.773839, -81.758939, -81.785641, -81.861009, -81.912346, -81.979565, -81.932507, 38.025356, 38.047897, 38.118261, 38.150085, 38.174568, 38.249181, 38.316751, 38.325597, 38.398572, 38.429436, 38.467772, 38.523626, 38.591014, 38.626427, 38.554699, 38.612746, 38.549898, 38.534799, 38.52183, 38.527634, 38.565822, 38.667839, 38.563206, 38.504029, 38.478553, 38.414816, 38.263514, 38.16862, 37.969109, 37.968108, 37.990007, 37.970807, 37.927808, 37.894309, 37.841409, 37.82111, 37.791211, 37.76761, 37.788709, 
37.832208, 37.809807, 37.872005, 37.896905, 37.936404, 37.9483, 37.975501, 37.991511, 38.025356)))"
"Paris, TX",37580,"list(list(c(-95.8463782, -95.761449, -95.660138, -95.626835, -95.596662, -95.554478, -95.533283, -95.472552, -95.440928, -95.362517, -95.3104056, -95.308637, -95.373215, -95.4646, -95.526956, -95.565836, -95.621027, -95.671634, -95.761384, -95.830453, -95.857738, -95.854479, -95.8463782, 33.8400397, 33.8731846, 33.910088, 33.907868, 33.942059, 33.928072, 33.881162, 33.880337, 33.866429, 33.866581, 33.8773685, 33.380662, 33.392424, 33.433895, 33.445923, 33.47706, 33.48706, 33.472636, 33.495452, 33.459384, 
33.461722, 33.823731, 33.8400397)))"
"Grand Forks, ND-MN",24220,"list(list(c(-97.903418, -97.903434, -97.145694, -97.1463818, -96.500843, -96.500901, -96.482586, -96.482092, -96.352708, -96.351727, -95.837177, -95.836827, -95.709148, -95.709619, -95.582155, -95.578839, -95.553392, -95.554248, -95.875146, -96.494469, -96.8491281, -96.857112, -96.886841, -97.367645, -97.882405, -97.882179, -97.903418, 48.08658, 48.194897, 48.193774, 48.173223, 48.174108, 48.021656, 48.021673, 47.847428, 47.847328, 47.7603, 47.760894, 47.848219, 47.848594, 47.935805, 47.933966, 47.673677, 
47.67361, 47.499893, 47.499088, 47.498951, 47.4989745, 47.61076, 47.6720527, 47.672051, 47.672179, 48.020803, 48.08658)))"
"Sebring, FL",42700,"list(list(c(-81.563533, -81.142164, -81.140472, -81.205385, -81.198459, -81.142274, -81.113462, -81.068402, -81.032748, -81.02879, -80.99723, -80.99262, -80.940676, -80.961824, -81.169138, -81.168281, -81.267677, -81.267216, -81.562531, -81.562624, -81.564062, -81.563533, 27.646645, 27.643238, 27.601302, 27.542973, 27.510376, 27.41249, 27.384813, 27.382346, 27.347614, 27.305794, 27.293523, 27.250311, 27.205939, 27.210771, 27.209585, 27.121734, 27.121097, 27.032474, 27.033687, 27.033835, 27.340641, 
27.646645)))"
