STATEFP,STATENS,AFFGEOID,GEOID,STUSPS,NAME,LSAD,ALAND,AWATER,geometry
28,01779790,0400000US28,28,MS,Mississippi,00,121533519481,3926919758,"list(list(c(-91.166073, -91.162363, -91.125656, -91.124639, -91.201462, -91.183662, -91.150362, -91.104317, -91.087589, -91.082878, -91.050407, -91.043624, -91.067035, -91.110561, -91.141615, -91.142219, -91.075293, -91.058152, -91.086498, -91.113764, -91.166304, -91.209032, -91.131885, -91.125109, -91.164019, -91.177148, -91.16936, -91.206807, -91.235181, -91.18307, -91.232295, -91.228489, -91.131588, -91.139209, -91.171168, -91.219048, -91.22057, -91.160866, -91.13045, -91.084126, -91.034565, -91.046778, 
-91.06829, -91.117733, -91.144732, -91.133854, -91.107318, -91.053886, -91.026782, -91.000106, -91.000107, -91.046849, -91.067511, -91.070883, -91.010831, -91.020097, -91.078496, -91.087921, -91.01889, -91.000108, -90.961548, -90.987948, -90.950311, -90.888956, -90.870461, -90.893526, -90.921273, -90.946323, -90.9543, -90.91001, -90.86458, -90.822593, -90.816572, -90.887884, -90.93268, -90.936404, -90.907082, -90.87912, -90.847808, -90.832407, -90.802928, -90.765165, -90.740889, -90.765174, -90.756197, 
-90.678603, -90.693129, -90.657371, -90.658542, -90.613944, -90.566505, -90.589921, -90.581062, -90.545728, -90.545891, -90.587224, -90.588419, -90.555627, -90.538856, -90.552642, -90.547614, -90.517168, -90.466041, -90.467064, -90.546053, -90.565646, -90.535408, -90.547612, -90.514706, -90.501325, -90.520181, -90.469897, -90.45117, -90.47459, -90.456935, -90.483876, -90.466154, -90.436561, -90.428754, -90.414864, -90.313476, -90.250095, -90.250056, -90.296422, -90.309297, -89.9558983, -89.434954, 
-89.156827, -88.6844383, -88.200064, -88.154617, -88.097888, -88.118407, -88.134263, -88.165634, -88.210741, -88.252257, -88.277421, -88.330934, -88.373338, -88.4039164, -88.43865, -88.473227, -88.464425, -88.43898, -88.41863, -88.403931, -88.395023, -88.401181, -88.436618, -88.45381, -88.504802, -88.522494, -88.579483, -88.66382, -88.700587, -88.746945, -88.810227, -88.870146, -88.868482, -88.922031, -88.998902, -89.083237, -89.18684, -89.271833, -89.291844, -89.268734, -89.315067, -89.353248, -89.332546, 
-89.329946, -89.383747, -89.419348, -89.4479034, -89.480214, -89.524504, -89.570154, -89.617056, -89.647399, -89.626221, -89.629727, -89.657191, -89.683686, -89.68341, -89.724614, -89.768133, -89.793989, -89.822334, -89.824986, -89.847201, -89.828061, -89.832408, -89.783985, -89.768237, -89.773553, -89.744789, -89.756333, -89.727698, -89.752642, -90.380536, -90.734473, -91.06827, -91.625118, -91.564397, -91.567648, -91.625994, -91.597062, -91.590051, -91.644356, -91.637672, -91.574493, -91.518578, 
-91.510049, -91.548967, -91.549915, -91.578334, -91.548465, -91.515978, -91.47887, -91.472065, -91.513366, -91.51581, -91.450017, -91.407915, -91.422716, -91.485218, -91.516567, -91.497665, -91.463817, -91.421116, -91.395715, -91.397115, -91.365034, -91.275545, -91.286045, -91.365529, -91.359514, -91.338414, -91.294713, -91.289412, -91.262011, -91.245624, -91.267712, -91.234899, -91.20101, -91.18831, -91.16441, -91.117409, -91.075908, -91.095508, -91.14511, -91.128609, -91.098708, -91.080008, -91.038607, 
-91.011806, -91.002906, -91.049707, -91.053175, -91.08163, -91.111294, -91.162822, -91.174552, -91.164171, -91.11727, -91.083708, -91.061408, -91.034307, -90.983771, -90.976199, -90.947834, -90.916157, -90.912363, -90.986672, -91.004506, -90.99408, -90.966457, -90.993863, -91.029606, -91.095308, -91.116708, -91.093741, -91.038106, -91.004206, -90.994867, -91.051168, -91.080398, -91.03617, -91.004599, -91.025769, -91.049796, -91.118641, -91.146204, -91.152699, -91.118258, -91.063946, -91.060766, -91.165328, 
-91.161669, -91.145002, -91.105631, -91.070602, -91.064804, -91.086802, -91.106581, -91.135517, -91.131289, -91.159975, -91.212837, -91.201842, -91.166073, 33.004106, 33.019684, 33.038276, 33.064127, 33.109638, 33.141691, 33.130695, 33.131598, 33.145177, 33.221621, 33.251202, 33.274636, 33.28718, 33.24593, 33.299539, 33.348989, 33.405966, 33.428705, 33.451576, 33.393124, 33.379709, 33.403633, 33.430063, 33.472842, 33.497448, 33.48617, 33.452629, 33.433846, 33.438972, 33.498613, 33.552788, 33.564667, 
33.59945, 33.625658, 33.647766, 33.661503, 33.692923, 33.707096, 33.674522, 33.657322, 33.673018, 33.706313, 33.716477, 33.705342, 33.726803, 33.782814, 33.770619, 33.778701, 33.763642, 33.769165, 33.799549, 33.815365, 33.840443, 33.866714, 33.925552, 33.937127, 33.95406, 33.975335, 34.003151, 33.966428, 33.979945, 34.019038, 34.017822, 34.029788, 34.082739, 34.097795, 34.093958, 34.109374, 34.138498, 34.165508, 34.140555, 34.144054, 34.183023, 34.18198, 34.214824, 34.236698, 34.244492, 34.21545, 
34.20653, 34.267491, 34.282465, 34.280524, 34.306538, 34.342818, 34.367256, 34.371122, 34.32257, 34.327287, 34.375705, 34.390723, 34.429528, 34.484793, 34.512818, 34.53775, 34.563257, 34.615732, 34.670963, 34.697946, 34.682463, 34.659707, 34.631656, 34.630928, 34.674312, 34.695643, 34.702076, 34.721053, 34.750062, 34.784589, 34.801768, 34.769931, 34.731902, 34.72703, 34.747787, 34.7932, 34.823383, 34.861333, 34.890989, 34.882731, 34.8414, 34.831846, 34.871698, 34.90732, 34.951196, 34.976346, 34.995694, 
34.9945571, 34.993754, 34.993926, 34.9955039, 34.995634, 34.922392, 34.892202, 34.724292, 34.62266, 34.383102, 34.029199, 33.719568, 33.512436, 33.073125, 32.711825, 32.4487501, 32.172806, 31.893856, 31.697881, 31.246896, 30.866528, 30.543359, 30.369425, 30.344382, 30.357817, 30.329626, 30.321472, 30.340092, 30.34419, 30.362099, 30.343689, 30.347622, 30.394698, 30.424244, 30.391446, 30.393798, 30.387373, 30.368097, 30.331197, 30.305491, 30.328096, 30.340588, 30.375408, 30.368795, 30.337895, 30.302896, 
30.267796, 30.25432, 30.1856446, 30.193751, 30.180753, 30.180297, 30.227495, 30.291294, 30.314255, 30.339287, 30.356515, 30.405873, 30.451793, 30.491902, 30.51502, 30.548283, 30.604642, 30.649423, 30.670038, 30.725018, 30.76451, 30.827385, 30.866392, 30.896862, 30.918933, 30.943498, 30.993329, 31.001853, 30.999872, 30.999214, 30.99892, 30.999167, 31.038965, 31.070186, 31.116896, 31.163492, 31.193693, 31.234414, 31.26768, 31.261289, 31.275283, 31.316822, 31.347255, 31.376315, 31.399067, 31.432668, 
31.370286, 31.364955, 31.395925, 31.444396, 31.530894, 31.539666, 31.569366, 31.597065, 31.586166, 31.611818, 31.645371, 31.620365, 31.611565, 31.644165, 31.711364, 31.748184, 31.745515, 31.772062, 31.761628, 31.799362, 31.851261, 31.86046, 31.828661, 31.809362, 31.833165, 31.86266, 31.876863, 31.909159, 31.960958, 31.982557, 31.987057, 32.016828, 32.037455, 32.046555, 32.076554, 32.048355, 32.079154, 32.098254, 32.131153, 32.162052, 32.157352, 32.124237, 32.133992, 32.125036, 32.132694, 32.154978, 
32.196888, 32.206668, 32.22645, 32.21865, 32.241549, 32.210646, 32.29645, 32.283486, 32.303582, 32.339454, 32.35176, 32.368144, 32.403862, 32.433868, 32.45085, 32.433542, 32.458741, 32.500139, 32.549128, 32.49044, 32.48214, 32.508611, 32.53089, 32.556442, 32.579556, 32.60978, 32.646573, 32.607188, 32.585139, 32.604144, 32.640757, 32.674075, 32.702926, 32.727494, 32.751301, 32.812465, 32.84287, 32.858396, 32.888659, 32.926464, 32.976266, 32.988938, 32.979657, 32.930049, 32.899879, 32.922104, 32.961212, 
33.004106)))"
37,01027616,0400000US37,37,NC,North Carolina,00,125923656064,13466071395,"list(list(c(-75.756134, -75.641335, -75.597602, -75.5360254, -75.515127, -75.513701, -75.495162, -75.483753, -75.469017, -75.471394, -75.495875, -75.517979, -75.504669, -75.475197, -75.461887, -75.4622781, -75.479237, -75.485798, -75.5205542, -75.533627, -75.558145, -75.649178, -75.756134, 35.1895549, 35.228687, 35.257028, 35.272779, 35.300879, 35.356919, 35.38909, 35.494043, 35.586682, 35.62166, 35.673036, 35.744251, 35.744251, 35.661644, 35.592674, 35.5559878, 35.483399, 35.400737, 35.2533228, 
35.225825, 35.234252, 35.222474, 35.1895549)), list(c(-81.677535, -81.374824, -81.307511, -80.837641, -80.704831, -80.295243, -79.887262, -79.510647, -78.9791747, -78.509965, -78.245462, -78.132911, -77.749706, -77.152691, -76.916048, -76.915897, -76.807078, -76.313215, -75.867044, -75.856902, -75.818736, -75.772511, -75.718311, -75.658538, -75.569795, -75.533013, -75.5630633, -75.602184, -75.6229092, -75.615399, -75.644539, -75.682294, -75.7237808, -75.7370893, -75.75134, -75.745873, -75.772375, 
-75.810879, -75.813137, -75.828942, -75.847719, -75.843322, -75.887412, -75.899908, -75.960069, -76.002627, -76.030673, -76.042557, -76.020217, -75.980051, -75.956279, -75.923602, -75.923512, -75.866467, -75.839925, -75.800378, -75.799779, -75.847785, -75.866912, -75.862871, -75.9106616, -75.922344, -75.956028, -75.939047, -76.016984, -76.050876, -76.0814813, -76.132005, -76.193008, -76.17233, -76.1473119, -76.117188, -76.0801237, -76.059271, -76.071673, -76.1757855, -76.246011, -76.218915, -76.257895, 
-76.323257, -76.373571, -76.390282, -76.438056, -76.458021, -76.371743, -76.346419, -76.336567, -76.4048191, -76.460321, -76.514114, -76.580426, -76.616316, -76.6344646, -76.676484, -76.721445, -76.7188788, -76.672171, -76.705683, -76.749892, -76.75417, -76.703782, -76.681915, -76.719469, -76.707347, -76.662426, -76.5285523, -76.399552, -76.370793, -76.325396, -76.27168, -76.173289, -76.062522, -76.014159, -76.0144678, -76.04018, -76.063204, -76.050486, -76.060858, -76.036783, -76.047548, -76.018789, 
-75.982899, -75.98694, -75.97783, -75.921578, -75.947293, -75.8709476, -75.809351, -75.751962, -75.730246, -75.741179, -75.717173, -75.767324, -75.779683, -75.742605, -75.733811, -75.775329, -75.8371565, -75.869764, -75.8821023, -75.919677, -75.912784, -75.956279, -75.963054, -75.988841, -76.015699, -76.058482, -76.068702, -76.112503, -76.151177, -76.174232, -76.2183333, -76.243159, -76.265437, -76.304781, -76.326109, -76.357483, -76.395987, -76.417616, -76.438056, -76.480838, -76.496288, -76.5402924, 
-76.533075, -76.5603619, -76.562125, -76.536218, -76.490821, -76.4857328, -76.5409648, -76.599203, -76.637945, -76.6028913, -76.5805007, -76.647927, -76.710675, -76.769144, -76.8308977, -76.942022, -77.004915, -77.0234198, -76.9689322, -76.9024311, -76.8226226, -76.651255, -76.613011, -76.484166, -76.483471, -76.5281712, -76.574722, -76.601342, -76.54216, -76.569493, -76.597301, -76.8028781, -76.8763484, -76.95287, -76.997792, -76.979966, -76.935757, -76.868256, -76.760825, -76.726599, -76.7110214, 
-76.631052, -76.578525, -76.564702, -76.488682, -76.485813, -76.435763, -76.422845, -76.3803, -76.320642, -76.27786, -76.279524, -76.313512, -76.314087, -76.346787, -76.382201, -76.41001, -76.412149, -76.4494666, -76.484641, -76.514114, -76.512687, -76.575673, -76.577574, -76.620606, -76.6205028, -76.714024, -76.84193, -76.891995, -77.005215, -77.092719, -77.117056, -77.20475, -77.258648, -77.3216571, -77.491797, -77.582337, -77.689056, -77.775334, -77.82921, -77.871832, -77.915537, -77.953356, -77.96898, 
-78.009564, -78.018689, -78.109749, -78.239522, -78.380229, -78.509406, -78.54203, -78.874747, -79.249763, -79.358317, -79.675299, -79.870693, -80.499788, -80.797543, -80.782042, -80.93495, -81.0414968, -81.057236, -81.033005, -81.043625, -81.241686, -81.716259, -82.176874, -82.27492, -82.344554, -82.371298, -82.390439, -82.419744, -82.439595, -82.460092, -82.495016, -82.541642, -82.569912, -82.609706, -82.686484, -82.757704, -82.783283, -83.108613, -83.322768, -83.620185, -83.619985, -84.129555, 
-84.321869, -84.29024, -84.223718, -84.199117, -84.1067, -84.055712, -84.02141, -84.038327, -84.007586, -84.014707, -83.961053, -83.911773, -83.882563, -83.82559, -83.771736, -83.707199, -83.629734, -83.601854, -83.56609, -83.498335, -83.445802, -83.432298, -83.366941, -83.334965, -83.312757, -83.25561, -83.240669, -83.185685, -83.159208, -83.120183, -83.078732, -83.036209, -82.992053, -82.964088, -82.945515, -82.916551, -82.920609, -82.896324, -82.913337, -82.892659, -82.852554, -82.826045, -82.787465, 
-82.785267, -82.683565, -82.632265, -82.601763, -82.615062, -82.610889, -82.549682, -82.505384, -82.460658, -82.409458, -82.355157, -82.289455, -82.247521, -82.204872, -82.176849, -82.147948, -82.130646, -82.079743, -82.054142, -82.033141, -81.908137, -81.833202, -81.7908, -81.764927, -81.717405, -81.740651, -81.720734, -81.71489, -81.695311, -81.707963, -81.677036, -81.677535, 36.588117, 36.574673, 36.575024, 36.559118, 36.562319, 36.543973, 36.542838, 36.540738, 36.5420963, 36.541065, 36.544411, 
36.543811, 36.54552, 36.544078, 36.543815, 36.552093, 36.550606, 36.550551, 36.550754, 36.500155, 36.357579, 36.22944, 36.113674, 36.02043, 35.863301, 35.787377, 35.7992708, 35.874412, 35.8923296, 35.926433, 35.964417, 35.995845, 36.003395, 36.0407863, 36.126978, 36.144062, 36.217539, 36.249076, 36.291713, 36.365721, 36.378447, 36.419961, 36.448836, 36.482124, 36.495025, 36.537114, 36.538832, 36.510565, 36.45862, 36.435464, 36.400833, 36.425788, 36.367796, 36.2547195, 36.17711, 36.112728, 36.07264, 
36.10199, 36.127938, 36.159607, 36.2121668, 36.244122, 36.198065, 36.165518, 36.186367, 36.231344, 36.2379363, 36.287773, 36.297651, 36.263355, 36.2606906, 36.213512, 36.1994473, 36.149285, 36.140183, 36.1238765, 36.158648, 36.118147, 36.106434, 36.134849, 36.138208, 36.162486, 36.191839, 36.185317, 36.117763, 36.121023, 36.088381, 36.0789485, 36.024137, 36.006516, 36.010554, 36.054569, 36.037885, 36.043612, 36.147838, 36.2002426, 36.271978, 36.266038, 36.211402, 36.147517, 36.010554, 35.989595, 
35.964013, 35.944966, 35.932072, 35.944039, 35.982094, 35.934382, 35.938615, 35.972285, 35.9932564, 35.990749, 35.957202, 35.9210186, 35.894728, 35.853433, 35.806689, 35.716811, 35.6891202, 35.652911, 35.653683, 35.772561, 35.825575, 35.897181, 35.935921, 35.959835, 35.9785547, 35.959308, 35.878227, 35.805916, 35.769861, 35.693651, 35.705618, 35.684964, 35.650786, 35.628959, 35.579335, 35.5709053, 35.604034, 35.5780825, 35.561508, 35.544685, 35.528632, 35.493903, 35.484905, 35.441735, 35.433602, 
35.397573, 35.355012, 35.334969, 35.34699, 35.3422847, 35.366568, 35.343273, 35.355638, 35.386335, 35.383622, 35.40106, 35.42508, 35.398542, 35.404548, 35.381684, 35.410658, 35.43231, 35.4534924, 35.491291, 35.50948, 35.504449, 35.5378991, 35.530898, 35.53985, 35.512962, 35.462967, 35.3881997, 35.403385, 35.428566, 35.426823, 35.4479492, 35.473529, 35.5052272, 35.4877381, 35.4398079, 35.4342333, 35.4068995, 35.34001, 35.3380733, 35.313638, 35.249803, 35.1847187, 35.200876, 35.19738, 35.145311, 35.09846, 
35.073954, 34.965139, 35.0041004, 35.057223, 35.076677, 35.009153, 34.97313, 34.947613, 34.915851, 34.927934, 34.9482826, 34.98871, 34.976246, 34.998339, 35.015188, 35.0406, 35.057941, 34.95073, 34.970209, 34.975467, 34.960665, 34.941378, 34.926764, 34.906322, 34.873353, 34.856971, 34.861457, 34.832198, 34.8148274, 34.760958, 34.754319, 34.720333, 34.721701, 34.760372, 34.784389, 34.7141177, 34.715756, 34.729352, 34.725447, 34.692473, 34.672948, 34.686957, 34.633438, 34.577616, 34.5361262, 34.456098, 
34.4004959, 34.320327, 34.233321, 34.162618, 34.083453, 33.971723, 33.895646, 33.845888, 33.865287, 33.888289, 33.909258, 33.915767, 33.90334, 33.866158, 33.851924, 34.134395, 34.449774, 34.545358, 34.804744, 34.805378, 34.817261, 34.819786, 34.935782, 35.107409, 35.0447126, 35.086129, 35.113747, 35.149877, 35.160081, 35.178852, 35.19379, 35.200071, 35.193115, 35.181449, 35.215395, 35.198613, 35.165863, 35.178143, 35.164512, 35.162073, 35.145268, 35.139039, 35.108164, 35.068019, 35.0856, 35.0006589, 
34.995874, 34.992091, 34.986592, 34.987504, 34.988408, 35.225572, 35.269078, 35.243679, 35.25151, 35.268182, 35.301383, 35.347813, 35.371661, 35.411983, 35.464143, 35.476028, 35.517182, 35.523829, 35.562118, 35.568533, 35.567889, 35.578228, 35.565993, 35.562981, 35.611803, 35.609941, 35.638728, 35.665471, 35.654809, 35.696061, 35.72676, 35.72989, 35.764892, 35.766234, 35.789472, 35.787405, 35.773948, 35.78998, 35.824662, 35.841369, 35.868472, 35.8803, 35.924113, 35.945182, 35.949089, 35.929721, 35.952163, 
35.987927, 36.046104, 36.065705, 36.036006, 36.000306, 35.967409, 35.964275, 35.97768, 36.007809, 36.083409, 36.115609, 36.13571, 36.130865, 36.157067, 36.142214, 36.149516, 36.106417, 36.10652, 36.126821, 36.120422, 36.302013, 36.347339, 36.355907, 36.338672, 36.347779, 36.413141, 36.422537, 36.45722, 36.467912, 36.536209, 36.570718, 36.588117)), list(c(-75.726807, -75.69115, -75.65954, -75.616833, -75.614361, -75.667891, -75.660598, -75.726807, 35.935844, 35.936932, 35.919564, 35.856331, 35.815659, 
35.82354, 35.862541, 35.935844)), list(c(-76.330138, -76.226985, -76.195897, -76.088846, -76.072113, -76.0437658, -76.096451, -76.242577, -76.330138, 34.847942, 34.925694, 34.958972, 35.045181, 35.071952, 35.0529692, 35.023773, 34.907764, 34.847942)))"
40,01102857,0400000US40,40,OK,Oklahoma,00,177662925723,3374587997,"list(list(c(-103.002199, -102.812469, -102.698142, -102.042089, -101.6325052, -101.2832078, -100.734517, -100.115722, -99.648652, -99.029337, -98.714512, -98.354073, -98.111985, -97.606549, -97.030082, -96.500288, -96.00081, -95.407683, -94.995293, -94.617964, -94.617919, -94.5862, -94.522658, -94.463318, -94.430662, -94.449253, -94.4575, -94.4726734, -94.485875, -94.527376, -94.543844, -94.665892, -94.701729, -94.751825, -94.772479, -94.87708, -94.953518, -94.968895, -94.992671, -95.046568, -95.060105, 
-95.121184, -95.158296, -95.214137, -95.250171, -95.252694, -95.278767, -95.334854, -95.362517, -95.440928, -95.472552, -95.533283, -95.550925, -95.554478, -95.596662, -95.626835, -95.660138, -95.710537, -95.756367, -95.751644, -95.770556, -95.800842, -95.845243, -95.925787, -95.941267, -96.048834, -96.100095, -96.14807, -96.164808, -96.162757, -96.178059, -96.229023, -96.263593, -96.29653, -96.309964, -96.338013, -96.362198, -96.36959, -96.403507, -96.422643, -96.500268, -96.526655, -96.572937, 
-96.623155, -96.597348, -96.673449, -96.690708, -96.712422, -96.761588, -96.794276, -96.832157, -96.866438, -96.895728, -96.899442, -96.922114, -96.995023, -96.985567, -97.048146, -97.094771, -97.085218, -97.097154, -97.126102, -97.172192, -97.205705, -97.203514, -97.166629, -97.179609, -97.210921, -97.24618, -97.249209, -97.270314, -97.305565, -97.339202, -97.372941, -97.426493, -97.462857, -97.451469, -97.460376, -97.50096, -97.551541, -97.581078, -97.596979, -97.588828, -97.633778, -97.671772, 
-97.697921, -97.732267, -97.80198, -97.834333, -97.865765, -97.936743, -97.967777, -97.957155, -97.960351, -97.94595, -97.97167, -98.019485, -98.082839, -98.098442, -98.083839, -98.114587, -98.119417, -98.09066, -98.109462, -98.13677, -98.16912, -98.200075, -98.231042, -98.300209, -98.325445, -98.364023, -98.395024, -98.398389, -98.420408, -98.442808, -98.486328, -98.599789, -98.648073, -98.690595, -98.76557, -98.804413, -98.871543, -98.920704, -98.950396, -98.974132, -99.000761, -99.043471, -99.079535, 
-99.119204, -99.189511, -99.19626, -99.213476, -99.210078, -99.294648, -99.328674, -99.381011, -99.394956, -99.387653, -99.396839, -99.43001, -99.499875, -99.58006, -99.600026, -99.648142, -99.69497, -99.716416, -99.754248, -99.814313, -99.822281, -99.853066, -99.887147, -99.94572, -100.000381, -100.0003836, -100.0003889, -100.000394, -100.0003988, -100.000406, -100.522227, -101.085156, -101.3668421, -101.826565, -102.162463, -102.570696, -103.002434, -103.002199, 37.000104, 36.999725, 36.995149, 
36.993016, 36.9949519, 36.9966689, 36.999059, 37.002206, 36.999604, 36.999595, 36.99906, 36.997961, 36.998133, 36.998682, 36.998929, 36.998643, 36.99886, 36.999241, 36.999529, 36.998905, 36.499414, 36.299969, 35.93425, 35.58266, 35.392478, 34.895869, 34.634945, 34.1029777, 33.637867, 33.615833, 33.657098, 33.662349, 33.703413, 33.734326, 33.726147, 33.75222, 33.816475, 33.860916, 33.852455, 33.862565, 33.901873, 33.931307, 33.937526, 33.962142, 33.938497, 33.894234, 33.877906, 33.876831, 33.866581, 
33.866429, 33.880337, 33.881162, 33.892992, 33.928072, 33.942059, 33.907868, 33.910088, 33.885, 33.892625, 33.8611, 33.845269, 33.861212, 33.83907, 33.885, 33.861619, 33.836468, 33.847971, 33.837799, 33.817797, 33.788769, 33.760518, 33.748021, 33.767467, 33.765789, 33.710489, 33.688728, 33.691818, 33.716809, 33.746289, 33.776041, 33.772583, 33.820891, 33.819098, 33.841483, 33.875101, 33.912278, 33.849959, 33.831633, 33.824406, 33.868886, 33.874835, 33.853149, 33.896414, 33.933728, 33.959579, 33.932035, 
33.886522, 33.817456, 33.798532, 33.765512, 33.727809, 33.716941, 33.737545, 33.802908, 33.821825, 33.847311, 33.89225, 33.916064, 33.900344, 33.875101, 33.858221, 33.886435, 33.862063, 33.819454, 33.819398, 33.841772, 33.87093, 33.903948, 33.919643, 33.897947, 33.899679, 33.920228, 33.951882, 33.981257, 33.99137, 33.977331, 33.936691, 33.894254, 33.857671, 33.849393, 33.879204, 33.88243, 33.914454, 33.951928, 33.988396, 34.005434, 33.993804, 34.002412, 34.023918, 34.041719, 34.06228, 34.084474, 
34.12198, 34.154111, 34.144992, 34.114171, 34.116783, 34.134023, 34.134579, 34.151025, 34.157109, 34.131318, 34.104566, 34.082314, 34.083144, 34.062598, 34.160571, 34.164441, 34.132972, 34.136376, 34.153931, 34.165027, 34.183435, 34.21168, 34.203566, 34.217643, 34.198208, 34.211518, 34.201747, 34.214312, 34.281463, 34.310672, 34.337705, 34.415373, 34.422383, 34.456936, 34.442099, 34.411984, 34.379417, 34.381019, 34.409608, 34.416653, 34.374688, 34.382312, 34.378333, 34.402815, 34.421289, 34.476204, 
34.4981, 34.511593, 34.549047, 34.579273, 34.560509, 35.030385, 35.428513, 35.746153, 36.042641, 36.499702, 36.499291, 36.499244, 36.4993925, 36.499654, 36.500326, 36.5003809, 36.500397, 37.000104)))"
